population,deployment,tagID,sex,divenum,maxdep,durwho,kindet,bzsounds,sc,context
NRKW,oo10_256a,234,F,435,3.842171118,18.2,0,0,0,non_foraging
NRKW,oo10_256a,234,F,444,4.191161498,54.4,0,0,1,non_foraging
NRKW,oo10_256a,234,F,450,11.22297071,27.6,0,1,0,non_foraging
NRKW,oo10_256a,234,F,458,149.2825907,252.4,1,1,0,foraging
NRKW,oo10_256a,234,F,472,118.8553977,195.6,1,1,1,foraging
NRKW,oo10_256a,234,F,476,93.81946621,164.0,0,0,0,foraging
NRKW,oo10_256a,234,F,478,2.506282456,13.4,0,0,0,non_foraging
NRKW,oo10_256a,234,F,489,3.374351826,19.8,0,0,1,non_foraging
NRKW,oo10_256a,234,F,493,167.4333065,275.6,1,1,1,foraging
NRKW,oo10_256a,234,F,505,129.0205937,218.6,1,0,1,foraging
NRKW,oo10_256a,234,F,516,171.7853449,218.8,1,1,1,foraging
NRKW,oo10_256a,234,F,525,17.04755249,47.2,0,0,0,non_foraging
NRKW,oo10_256a,234,F,529,2.393790448,11.0,0,0,0,non_foraging
NRKW,oo10_256a,234,F,540,3.032782175,14.2,0,0,0,non_foraging
NRKW,oo10_256a,234,F,548,74.93372547,108.2,1,0,0,foraging
NRKW,oo10_256a,234,F,551,2.964463551,18.2,0,0,0,non_foraging
NRKW,oo10_256a,234,F,560,86.56683722,181.8,0,0,1,foraging
NRKW,oo10_256a,234,F,570,134.7506239,355.8,1,1,1,foraging
NRKW,oo10_256a,234,F,572,15.56685411,40.2,0,0,0,non_foraging
NRKW,oo10_256a,234,F,576,14.50673781,81.6,0,0,1,non_foraging
NRKW,oo10_256a,234,F,588,2.469915418,12.8,0,0,0,non_foraging
NRKW,oo10_256a,234,F,596,2.774733624,22.4,0,0,1,non_foraging
NRKW,oo10_256a,234,F,598,141.6675979,432.4,1,1,1,foraging
NRKW,oo10_256a,234,F,609,3.367287101,16.0,0,0,0,non_foraging
NRKW,oo10_256a,234,F,614,2.425341784,11.2,0,0,0,non_foraging
NRKW,oo10_256a,234,F,623,4.177434357,23.4,0,0,0,non_foraging
NRKW,oo10_256a,234,F,624,3.161989074,16.2,0,0,0,non_foraging
NRKW,oo10_256a,234,F,625,3.143425261,14.0,0,0,0,non_foraging
NRKW,oo10_256a,234,F,626,2.935507073,14.0,0,0,0,non_foraging
NRKW,oo10_256a,234,F,635,2.547514552,14.4,0,0,1,non_foraging
NRKW,oo10_256a,234,F,705,5.914960825,18.8,0,0,0,non_foraging
NRKW,oo10_256a,234,F,727,2.916188326,20.6,0,0,0,non_foraging
NRKW,oo10_256a,234,F,728,2.805538383,17.4,0,0,0,non_foraging
NRKW,oo10_256a,234,F,730,87.62149724,129.0,0,1,1,foraging
NRKW,oo10_256a,234,F,735,1.610751349,9.8,0,0,0,non_foraging
NRKW,oo10_256a,234,F,736,87.29173141,250.4,0,1,1,foraging
NRKW,oo10_256a,234,F,744,84.88787775,235.8,1,1,1,foraging
NRKW,oo10_256a,234,F,750,88.21532168,184.0,0,0,0,foraging
NRKW,oo10_256a,234,F,751,1.773306199,11.0,0,0,0,non_foraging
NRKW,oo10_256a,234,F,754,2.863448865,13.2,0,0,0,non_foraging
NRKW,oo10_256a,234,F,756,18.51555907,122.8,1,0,0,foraging
NRKW,oo10_256a,234,F,758,2.982644232,18.8,0,0,0,non_foraging
NRKW,oo10_256a,234,F,759,2.993053193,21.0,0,0,0,non_foraging
NRKW,oo10_256a,234,F,760,3.254433545,15.2,0,0,0,non_foraging
NRKW,oo10_256a,234,F,762,105.9389411,290.0,1,1,0,foraging
NRKW,oo10_256a,234,F,764,1.814467423,8.0,0,0,0,non_foraging
NRKW,oo10_256a,234,F,769,112.1097107,200.4,1,1,1,foraging
NRKW,oo10_256a,234,F,778,116.1628332,328.6,1,1,1,foraging
NRKW,oo10_256a,234,F,786,1.731479604,7.4,0,0,0,non_foraging
NRKW,oo10_256a,234,F,791,113.4617923,275.4,1,1,0,foraging
NRKW,oo10_256a,234,F,802,95.02942252,275.2,1,0,0,foraging
NRKW,oo10_256a,234,F,805,1.514814292,8.2,0,0,0,non_foraging
NRKW,oo10_256a,234,F,809,3.403599311,21.0,0,0,0,non_foraging
NRKW,oo10_256a,234,F,813,2.965155239,15.8,0,0,0,non_foraging
NRKW,oo10_256a,234,F,814,3.350942944,17.0,0,0,0,non_foraging
NRKW,oo10_256a,234,F,815,38.20730766,208.4,0,0,0,foraging
NRKW,oo10_256a,234,F,816,2.925830864,20.2,0,0,0,non_foraging
NRKW,oo10_256a,234,F,817,2.9956356,17.6,0,0,0,non_foraging
NRKW,oo10_256a,234,F,818,3.379918076,18.6,0,0,0,non_foraging
NRKW,oo10_256a,234,F,819,3.261858047,20.8,0,0,0,non_foraging
NRKW,oo10_256a,234,F,820,3.431160855,21.4,0,0,0,non_foraging
NRKW,oo10_261a,242,M,4,5.338262385,27.6,0,0,1,non_foraging
NRKW,oo10_261a,242,M,5,6.134160357,40.6,0,0,1,non_foraging
NRKW,oo10_261a,242,M,15,152.4299209,164.6,1,1,1,foraging
NRKW,oo10_261a,242,M,22,5.811550465,42.6,0,0,1,non_foraging
NRKW,oo10_261a,242,M,23,4.50297167,27.8,0,0,1,non_foraging
NRKW,oo10_261a,242,M,33,5.007701866,31.4,0,0,0,non_foraging
NRKW,oo10_261a,242,M,35,5.217046234,38.6,0,0,1,non_foraging
NRKW,oo10_261a,242,M,36,4.980431342,27.8,0,0,0,non_foraging
NRKW,oo10_261a,242,M,41,4.580189295,36.0,0,0,1,non_foraging
NRKW,oo10_261a,242,M,58,5.077156711,37.8,0,0,1,non_foraging
NRKW,oo10_261a,242,M,62,5.245420693,43.2,0,0,1,non_foraging
NRKW,oo10_261a,242,M,65,4.744119973,28.6,0,0,1,non_foraging
NRKW,oo10_261a,242,M,69,266.9498906,307.6,1,1,1,foraging
NRKW,oo10_261a,242,M,82,3.775105724,38.0,0,0,1,non_foraging
NRKW,oo10_261a,242,M,86,4.163037096,26.4,0,0,0,non_foraging
NRKW,oo10_261a,242,M,89,5.331133934,42.0,0,0,1,non_foraging
NRKW,oo10_261a,242,M,105,4.828292709,33.0,0,0,1,non_foraging
NRKW,oo10_261a,242,M,116,176.4637791,399.0,1,1,1,foraging
NRKW,oo10_261a,242,M,120,2.9478534,14.0,0,0,0,non_foraging
NRKW,oo10_261a,242,M,123,5.702144953,33.8,0,0,1,non_foraging
NRKW,oo10_261a,242,M,129,3.363654066,16.8,0,0,0,non_foraging
NRKW,oo10_261a,242,M,133,4.574942667,29.0,0,0,1,non_foraging
NRKW,oo10_261a,242,M,141,15.2744941,106.0,0,0,1,non_foraging
NRKW,oo10_261a,242,M,160,5.213838522,42.2,0,0,1,non_foraging
NRKW,oo10_261a,242,M,162,4.714454132,47.2,0,0,1,non_foraging
NRKW,oo10_261a,242,M,164,3.33568866,28.2,0,0,1,non_foraging
NRKW,oo10_261a,242,M,165,4.671632292,36.0,0,0,1,non_foraging
NRKW,oo10_261a,242,M,166,6.065429628,58.0,0,0,1,non_foraging
NRKW,oo10_261a,242,M,171,5.274115751,49.4,0,0,1,non_foraging
NRKW,oo10_261a,242,M,172,6.571721776,54.6,0,0,1,non_foraging
NRKW,oo10_261a,242,M,175,4.813855514,31.6,0,0,1,non_foraging
NRKW,oo10_261a,242,M,177,4.494388838,32.2,0,0,1,non_foraging
NRKW,oo10_261a,242,M,178,4.57599424,33.0,0,0,1,non_foraging
NRKW,oo10_261a,242,M,185,9.205907459,47.4,0,0,1,non_foraging
NRKW,oo10_261a,242,M,188,159.5435595,227.2,1,1,1,foraging
NRKW,oo10_261a,242,M,199,6.172033642,45.4,0,0,1,non_foraging
NRKW,oo10_261a,242,M,201,4.993318283,39.0,0,0,1,non_foraging
NRKW,oo10_261a,242,M,202,4.827251688,38.2,0,0,1,non_foraging
NRKW,oo10_261a,242,M,203,4.15721013,28.4,0,0,1,non_foraging
NRKW,oo10_261a,242,M,204,4.754290504,36.0,0,0,0,non_foraging
NRKW,oo10_261a,242,M,205,4.28463064,34.4,0,0,0,non_foraging
NRKW,oo10_261a,242,M,207,54.80476681,125.0,0,0,0,foraging
NRKW,oo10_261a,242,M,211,3.996050041,14.8,0,0,0,non_foraging
NRKW,oo10_261a,242,M,212,4.50557242,19.0,0,0,0,non_foraging
NRKW,oo10_261a,242,M,221,12.53169187,66.0,0,0,1,non_foraging
NRKW,oo10_261a,242,M,225,5.798741679,65.0,0,0,1,non_foraging
NRKW,oo10_261a,242,M,230,177.9345406,217.4,1,1,1,foraging
NRKW,oo10_261a,242,M,232,24.39386775,64.2,0,0,1,non_foraging
NRKW,oo10_261a,242,M,239,2.730863865,17.8,0,0,0,non_foraging
NRKW,oo10_261a,242,M,246,3.820182613,26.4,0,0,1,non_foraging
NRKW,oo10_261a,242,M,252,3.850806637,32.2,0,0,1,non_foraging
NRKW,oo10_261a,242,M,256,5.039028181,37.8,0,0,1,non_foraging
NRKW,oo10_261a,242,M,267,5.613436877,43.2,0,0,1,non_foraging
NRKW,oo10_261a,242,M,276,5.547623495,50.8,0,0,1,non_foraging
NRKW,oo10_261a,242,M,277,4.999632245,37.8,0,0,1,non_foraging
NRKW,oo10_261a,242,M,278,5.455887829,48.2,0,0,1,non_foraging
NRKW,oo10_261a,242,M,279,3.651825927,30.8,0,0,1,non_foraging
NRKW,oo10_261a,242,M,280,4.05080923,37.2,0,0,1,non_foraging
NRKW,oo10_261a,242,M,282,4.261424888,28.8,0,0,1,non_foraging
NRKW,oo10_261a,242,M,285,7.009507074,62.6,0,0,1,non_foraging
NRKW,oo10_261a,242,M,287,4.971053082,53.4,0,0,1,non_foraging
NRKW,oo10_261a,242,M,288,4.237913514,32.6,0,0,1,non_foraging
NRKW,oo10_261a,242,M,289,3.826639704,23.4,0,0,0,non_foraging
NRKW,oo10_261a,242,M,292,5.239770443,54.2,0,0,1,non_foraging
NRKW,oo10_261a,242,M,293,3.645483107,32.2,0,0,1,non_foraging
NRKW,oo10_261a,242,M,294,3.918081684,28.2,0,0,1,non_foraging
SRKW,oo10_261m,244,F,11,26.61507795,217.4,0,0,0,non_foraging
SRKW,oo10_261m,244,F,13,3.111894757,27.2,0,0,0,non_foraging
SRKW,oo10_261m,244,F,16,72.53903339,205.0,0,0,1,foraging
SRKW,oo10_261m,244,F,23,51.59815609,256.6,0,0,0,foraging
SRKW,oo10_261m,244,F,28,33.27515648,290.8,0,0,0,foraging
SRKW,oo10_264m,236,F,16,3.230010712,26.8,0,0,0,non_foraging
SRKW,oo10_264m,236,F,17,3.158073799,28.2,0,0,0,non_foraging
SRKW,oo10_264m,236,F,18,2.546703721,15.4,0,0,0,non_foraging
SRKW,oo10_264m,236,F,19,25.12660957,253.6,0,0,0,non_foraging
SRKW,oo10_264m,236,F,21,2.28993345,15.8,0,0,0,non_foraging
SRKW,oo10_264m,236,F,23,2.336676874,16.6,0,0,0,non_foraging
SRKW,oo10_264m,236,F,24,2.380354502,17.8,0,0,0,non_foraging
SRKW,oo10_264m,236,F,25,2.292114126,17.8,0,0,0,non_foraging
SRKW,oo10_264m,236,F,26,2.503594561,20.4,0,0,0,non_foraging
SRKW,oo10_264m,236,F,27,22.29888837,212.0,0,0,0,non_foraging
SRKW,oo10_264m,236,F,28,2.022015683,15.2,0,0,0,non_foraging
SRKW,oo10_264m,236,F,29,2.198951082,16.8,0,0,0,non_foraging
SRKW,oo10_264m,236,F,30,2.170587646,17.8,0,0,0,non_foraging
SRKW,oo10_264m,236,F,31,2.690806056,20.0,0,0,0,non_foraging
SRKW,oo10_264m,236,F,32,2.782106833,21.8,0,0,0,non_foraging
SRKW,oo10_264m,236,F,33,2.621233111,21.4,0,0,0,non_foraging
SRKW,oo10_264m,236,F,34,19.99984266,193.4,0,0,0,non_foraging
SRKW,oo10_264m,236,F,35,1.937517946,15.4,0,0,0,non_foraging
SRKW,oo10_264m,236,F,40,19.52746775,126.2,0,0,0,non_foraging
SRKW,oo10_264m,236,F,42,2.602459894,22.6,0,0,0,non_foraging
SRKW,oo10_264m,236,F,43,3.68171422,31.6,0,0,0,non_foraging
SRKW,oo10_264m,236,F,44,2.332767903,18.4,0,0,0,non_foraging
SRKW,oo10_264m,236,F,45,2.526865266,20.4,0,0,0,non_foraging
SRKW,oo10_264m,236,F,46,2.862543765,23.4,0,0,0,non_foraging
SRKW,oo10_264m,236,F,47,2.909641131,20.0,0,0,0,non_foraging
SRKW,oo10_264m,236,F,48,3.084099659,24.2,0,0,0,non_foraging
SRKW,oo10_264m,236,F,49,3.034992376,24.0,0,0,0,non_foraging
SRKW,oo10_264m,236,F,50,17.60914591,194.2,0,0,0,non_foraging
SRKW,oo10_264m,236,F,51,2.919781869,21.4,0,0,0,non_foraging
SRKW,oo10_264m,236,F,52,2.494511536,20.6,0,0,0,non_foraging
SRKW,oo10_264m,236,F,53,2.338408327,17.8,0,0,0,non_foraging
SRKW,oo10_264m,236,F,55,2.826201772,22.2,0,0,0,non_foraging
SRKW,oo10_264m,236,F,57,17.3873441,176.2,0,0,0,non_foraging
SRKW,oo10_264m,236,F,58,2.449058195,17.2,0,0,0,non_foraging
SRKW,oo10_264m,236,F,59,2.572771012,17.0,0,0,0,non_foraging
SRKW,oo10_264m,236,F,60,2.611680331,21.6,0,0,0,non_foraging
SRKW,oo10_264m,236,F,61,2.616904476,22.6,0,0,0,non_foraging
SRKW,oo10_264m,236,F,62,2.862111917,24.8,0,0,0,non_foraging
SRKW,oo10_264m,236,F,64,27.41502712,217.4,0,0,0,non_foraging
SRKW,oo10_264m,236,F,66,69.99765912,192.2,0,0,0,foraging
SRKW,oo10_264m,236,F,75,20.08791878,206.8,0,0,0,non_foraging
SRKW,oo10_264m,236,F,80,20.40791807,168.6,0,0,0,non_foraging
SRKW,oo10_264m,236,F,86,23.82472578,192.4,0,0,0,non_foraging
SRKW,oo10_264m,236,F,89,3.00684892,33.2,0,0,0,non_foraging
SRKW,oo10_264m,236,F,94,19.29278496,209.0,0,0,0,non_foraging
SRKW,oo10_264m,236,F,98,2.769929797,23.0,0,0,0,non_foraging
SRKW,oo10_264m,236,F,99,2.458198079,20.0,0,0,0,non_foraging
SRKW,oo10_264m,236,F,102,23.40178826,170.8,0,0,0,non_foraging
SRKW,oo10_264m,236,F,104,3.20794169,32.6,0,0,0,non_foraging
SRKW,oo10_264m,236,F,107,17.59408333,173.4,0,0,0,non_foraging
SRKW,oo10_264m,236,F,113,2.865560383,26.2,0,0,0,non_foraging
SRKW,oo10_264m,236,F,115,27.41013283,238.6,0,0,0,non_foraging
SRKW,oo10_264m,236,F,129,3.360986098,28.6,0,0,0,non_foraging
SRKW,oo10_264m,236,F,131,21.57798253,240.2,0,0,0,non_foraging
SRKW,oo10_264m,236,F,136,2.495815203,32.4,0,0,0,non_foraging
SRKW,oo10_264m,236,F,137,2.627255292,19.2,0,0,0,non_foraging
SRKW,oo10_264m,236,F,138,4.069103378,28.4,0,0,0,non_foraging
SRKW,oo10_264m,236,F,139,3.159893152,38.2,0,0,0,non_foraging
SRKW,oo10_264m,236,F,140,2.879632666,53.2,0,0,0,non_foraging
SRKW,oo10_264m,236,F,141,2.269564585,26.4,0,0,0,non_foraging
SRKW,oo10_264m,236,F,142,2.238249256,23.0,0,0,0,non_foraging
SRKW,oo10_264m,236,F,145,13.9791107,142.8,0,0,0,non_foraging
SRKW,oo10_264m,236,F,149,14.85032747,149.0,0,0,0,non_foraging
SRKW,oo10_264m,236,F,150,3.430768179,23.6,0,0,0,non_foraging
SRKW,oo10_264m,236,F,152,2.657990421,26.6,0,0,0,non_foraging
SRKW,oo10_264m,236,F,166,12.15022332,95.6,0,0,0,non_foraging
SRKW,oo10_264m,236,F,169,3.570082958,23.4,0,0,0,non_foraging
SRKW,oo10_264m,236,F,170,3.10240105,28.2,0,0,0,non_foraging
SRKW,oo10_264m,236,F,171,2.566712374,28.0,0,0,0,non_foraging
SRKW,oo10_264m,236,F,177,7.165765042,99.6,0,0,0,non_foraging
NRKW,oo10_265a,242,F,34,118.6236751,263.4,1,0,1,foraging
NRKW,oo10_265a,242,F,42,4.470558236,17.2,0,0,0,non_foraging
NRKW,oo10_265a,242,F,44,136.1163396,330.2,1,0,1,foraging
NRKW,oo10_265a,242,F,61,16.40522025,158.6,0,0,1,non_foraging
NRKW,oo10_265a,242,F,65,4.830787034,34.6,0,0,0,non_foraging
NRKW,oo10_265a,242,F,70,16.62853845,58.0,0,0,1,non_foraging
NRKW,oo10_265a,242,F,74,4.538481796,39.4,0,0,0,non_foraging
NRKW,oo10_265a,242,F,75,4.819568099,42.6,0,0,0,non_foraging
NRKW,oo10_265a,242,F,76,4.203347148,40.4,0,0,1,non_foraging
NRKW,oo10_265a,242,F,77,3.486581458,25.2,0,0,0,non_foraging
NRKW,oo10_265a,242,F,78,3.975943869,28.8,0,0,0,non_foraging
NRKW,oo10_265a,242,F,81,4.108347523,30.4,0,0,1,non_foraging
NRKW,oo10_265a,242,F,83,3.895553628,22.8,0,0,1,non_foraging
NRKW,oo10_265a,242,F,84,3.900586954,22.8,0,0,1,non_foraging
NRKW,oo10_265a,242,F,85,3.935496974,21.8,0,0,1,non_foraging
NRKW,oo10_265a,242,F,87,3.843048997,14.8,0,0,0,non_foraging
NRKW,oo10_265a,242,F,89,3.275397627,13.6,0,0,0,non_foraging
NRKW,oo10_265a,242,F,90,3.35981686,14.0,0,0,0,non_foraging
NRKW,oo10_265a,242,F,91,3.497924704,16.8,0,0,0,non_foraging
NRKW,oo10_265a,242,F,94,2.905960128,25.4,0,0,1,non_foraging
NRKW,oo10_265a,242,F,124,4.740753249,25.8,0,0,1,non_foraging
NRKW,oo10_265a,242,F,128,3.052800186,21.0,0,0,0,non_foraging
NRKW,oo10_265a,242,F,150,4.527429756,32.6,1,0,1,foraging
NRKW,oo10_265a,242,F,158,4.223080421,27.8,0,0,0,non_foraging
NRKW,oo10_265a,242,F,159,6.049867938,31.6,0,0,0,non_foraging
NRKW,oo10_265a,242,F,162,3.528032098,17.2,0,0,0,non_foraging
NRKW,oo10_265a,242,F,163,4.113888638,20.4,0,0,0,non_foraging
NRKW,oo10_265a,242,F,190,4.376424683,20.0,0,0,0,non_foraging
NRKW,oo10_265a,242,F,197,8.044527376,17.0,0,0,1,non_foraging
NRKW,oo10_265a,242,F,200,124.648703,195.0,1,0,1,foraging
NRKW,oo10_265a,242,F,205,4.225487467,17.0,0,0,1,non_foraging
NRKW,oo10_265a,242,F,207,3.628901374,23.2,0,0,1,non_foraging
NRKW,oo10_265a,242,F,208,3.99525793,21.2,0,0,1,non_foraging
NRKW,oo10_265a,242,F,212,3.337971225,17.8,0,0,0,non_foraging
NRKW,oo10_265a,242,F,237,2.947915079,9.6,0,0,0,non_foraging
NRKW,oo10_265a,242,F,247,20.50599158,52.4,0,0,0,non_foraging
NRKW,oo10_265a,242,F,251,3.588481207,15.4,0,0,0,non_foraging
NRKW,oo10_265a,242,F,285,7.894872895,54.8,0,0,1,non_foraging
SRKW,oo10_265m,244,M,7,2.486149634,18.0,0,0,0,non_foraging
SRKW,oo10_265m,244,M,8,14.52645268,302.6,0,0,0,non_foraging
SRKW,oo10_265m,244,M,9,2.127673331,14.4,0,0,0,non_foraging
SRKW,oo10_265m,244,M,15,2.664928855,21.0,0,0,0,non_foraging
SRKW,oo10_265m,244,M,17,4.114892727,40.6,0,0,0,non_foraging
SRKW,oo10_265m,244,M,18,5.124687968,46.0,0,0,0,non_foraging
SRKW,oo10_265m,244,M,20,15.83438557,222.0,0,0,0,non_foraging
SRKW,oo10_265m,244,M,21,3.75545999,29.8,0,0,0,non_foraging
SRKW,oo10_265m,244,M,24,14.71117021,208.6,0,0,0,non_foraging
SRKW,oo10_265m,244,M,25,4.511632714,30.8,0,0,0,non_foraging
SRKW,oo10_265m,244,M,26,2.083558917,17.4,0,0,0,non_foraging
SRKW,oo10_265m,244,M,28,3.081375145,26.2,0,0,0,non_foraging
SRKW,oo10_265m,244,M,29,16.59205053,303.2,0,0,0,non_foraging
SRKW,oo10_265m,244,M,36,68.32314644,275.6,0,0,0,foraging
SRKW,oo10_265m,244,M,42,5.408012587,48.0,0,0,0,non_foraging
SRKW,oo10_265m,244,M,43,9.549098012,128.6,0,0,0,non_foraging
SRKW,oo10_265m,244,M,47,21.00649381,370.0,0,0,0,non_foraging
SRKW,oo10_265m,244,M,51,2.399186926,14.0,0,0,0,non_foraging
SRKW,oo10_265m,244,M,52,3.154644885,18.4,0,0,0,non_foraging
SRKW,oo10_265m,244,M,54,3.588205146,17.6,0,0,0,non_foraging
SRKW,oo10_265m,244,M,57,27.1212669,350.2,0,0,0,non_foraging
SRKW,oo10_265m,244,M,65,20.20899398,275.0,0,0,0,non_foraging
SRKW,oo10_265m,244,M,67,3.163102354,17.4,0,0,0,non_foraging
SRKW,oo10_265m,244,M,68,3.563942423,31.4,0,0,0,non_foraging
SRKW,oo10_265m,244,M,70,6.055202709,111.6,0,0,0,non_foraging
SRKW,oo10_265m,244,M,81,23.18142331,302.0,0,0,0,non_foraging
SRKW,oo10_265m,244,M,82,2.898419979,16.6,0,0,0,non_foraging
SRKW,oo10_265m,244,M,85,2.091880652,15.2,0,0,0,non_foraging
SRKW,oo10_265m,244,M,86,3.365613749,29.8,0,0,0,non_foraging
SRKW,oo10_265m,244,M,89,24.90530398,304.6,0,0,0,non_foraging
SRKW,oo10_265m,244,M,90,2.796852272,16.0,0,0,0,non_foraging
SRKW,oo10_265m,244,M,93,3.096743399,21.0,0,0,0,non_foraging
SRKW,oo10_265m,244,M,94,2.568548217,18.6,0,0,0,non_foraging
SRKW,oo10_265m,244,M,95,2.217675141,21.4,0,0,0,non_foraging
SRKW,oo10_265m,244,M,96,16.77405837,261.4,0,0,0,non_foraging
SRKW,oo10_265m,244,M,104,14.68018917,311.0,0,0,0,non_foraging
SRKW,oo10_265m,244,M,118,14.25824945,180.6,0,0,0,non_foraging
SRKW,oo10_265m,244,M,119,6.441878577,35.8,0,0,0,non_foraging
SRKW,oo10_265m,244,M,126,16.03597209,188.6,0,0,0,non_foraging
SRKW,oo10_265m,244,M,127,2.77321222,27.6,0,0,0,non_foraging
SRKW,oo10_265m,244,M,159,112.8779932,287.2,1,1,1,foraging
SRKW,oo10_265m,244,M,161,2.413508752,12.8,0,0,0,non_foraging
SRKW,oo10_265m,244,M,162,2.706512261,14.4,0,0,0,non_foraging
SRKW,oo10_265m,244,M,165,5.798415766,33.2,0,0,0,non_foraging
SRKW,oo10_265m,244,M,167,1.976114313,14.4,0,0,0,non_foraging
SRKW,oo10_265m,244,M,168,22.2022994,175.8,0,0,0,non_foraging
SRKW,oo10_265m,244,M,175,16.6388615,114.8,0,0,0,non_foraging
SRKW,oo10_265m,244,M,183,167.2398694,342.6,1,1,1,foraging
SRKW,oo10_265m,244,M,198,100.0104497,218.8,1,1,1,foraging
SRKW,oo10_265m,244,M,205,198.410556,317.2,1,1,1,foraging
SRKW,oo10_265m,244,M,233,135.0241804,507.2,1,1,1,foraging
SRKW,oo10_265m,244,M,254,2.182906676,13.0,0,0,0,non_foraging
SRKW,oo10_265m,244,M,261,182.2200566,413.2,1,1,1,foraging
SRKW,oo10_265m,244,M,297,154.4659045,511.2,0,1,1,foraging
SRKW,oo10_265m,244,M,311,100.8401675,361.4,1,1,1,foraging
SRKW,oo10_265m,244,M,314,3.063162278,12.2,0,0,0,non_foraging
SRKW,oo10_265m,244,M,323,3.75645076,30.8,0,0,0,non_foraging
SRKW,oo10_265m,244,M,344,130.3139939,259.4,1,1,1,foraging
SRKW,oo10_265m,244,M,346,29.07677719,90.4,0,0,1,non_foraging
SRKW,oo10_265m,244,M,370,176.0546169,279.4,1,1,1,foraging
SRKW,oo10_265m,244,M,404,164.4300317,470.2,1,1,1,foraging
SRKW,oo10_265m,244,M,436,136.7563303,213.8,1,1,1,foraging
SRKW,oo10_265m,244,M,456,155.3007992,284.0,1,1,1,foraging
SRKW,oo10_265m,244,M,489,3.232258839,23.4,0,0,0,non_foraging
SRKW,oo10_265m,244,M,491,4.298192163,43.6,0,0,0,non_foraging
SRKW,oo10_265m,244,M,492,3.907199217,24.2,0,0,0,non_foraging
SRKW,oo10_265m,244,M,493,8.428711834,73.2,0,0,1,non_foraging
SRKW,oo10_265m,244,M,499,22.25336772,126.4,1,0,1,foraging
SRKW,oo10_265m,244,M,511,46.99819006,100.8,1,1,1,foraging
SRKW,oo10_265m,244,M,515,4.51286976,51.6,0,0,0,non_foraging
SRKW,oo10_265m,244,M,520,4.130924853,39.4,0,0,0,non_foraging
SRKW,oo10_265m,244,M,521,3.383597283,17.4,0,0,0,non_foraging
SRKW,oo10_265m,244,M,522,36.59109028,118.4,0,0,0,foraging
NRKW,oo11_224a,245,F,14,2.099703446,15.8,0,0,0,non_foraging
NRKW,oo11_224a,245,F,44,55.07560132,218.6,0,1,1,foraging
NRKW,oo11_224a,245,F,55,5.681419515,100.6,0,0,0,non_foraging
NRKW,oo11_224a,245,F,97,3.224377875,24.0,0,0,0,non_foraging
NRKW,oo11_224a,245,F,125,59.79499812,213.4,0,0,1,foraging
NRKW,oo11_224a,245,F,131,2.493194705,23.2,0,0,1,non_foraging
NRKW,oo11_224a,245,F,132,1.756238336,18.0,0,0,0,non_foraging
NRKW,oo11_224a,245,F,135,3.043079338,19.2,0,0,1,non_foraging
NRKW,oo11_224a,245,F,136,4.633426435,86.4,0,0,0,non_foraging
NRKW,oo11_224a,245,F,145,2.207739999,16.2,0,0,0,non_foraging
NRKW,oo11_224a,245,F,146,2.841449065,18.4,0,0,0,non_foraging
NRKW,oo11_224a,245,F,157,9.772535722,196.8,0,0,0,non_foraging
NRKW,oo11_224a,245,F,160,4.940624465,22.4,0,0,0,non_foraging
NRKW,oo11_224a,245,F,171,59.96405009,167.8,1,0,1,foraging
NRKW,oo11_224a,245,F,176,3.496016841,25.8,0,0,0,non_foraging
NRKW,oo11_224a,245,F,179,2.090032783,15.2,0,0,0,non_foraging
NRKW,oo11_224a,245,F,182,67.08553992,169.0,1,0,0,foraging
NRKW,oo11_224a,245,F,191,1.674316596,15.4,0,0,0,non_foraging
NRKW,oo11_224a,245,F,193,3.039193779,36.6,0,0,0,non_foraging
NRKW,oo11_224a,245,F,194,2.189457574,28.8,0,0,0,non_foraging
NRKW,oo11_224a,245,F,195,3.103196477,39.2,0,0,0,non_foraging
NRKW,oo11_224a,245,F,198,3.050975402,17.6,0,0,0,non_foraging
NRKW,oo11_224a,245,F,202,5.000137696,185.2,0,0,0,non_foraging
NRKW,oo11_224a,245,F,206,2.179041318,13.6,0,0,0,non_foraging
NRKW,oo11_224a,245,F,207,2.46187068,15.2,0,0,0,non_foraging
NRKW,oo11_224a,245,F,233,2.956539721,15.4,0,0,0,non_foraging
NRKW,oo11_224b,245,M,14,17.39510122,171.6,0,0,1,non_foraging
NRKW,oo11_244a,245,M,20,76.73810558,176.4,0,0,1,foraging
NRKW,oo11_244a,245,M,21,2.243739498,10.2,0,0,0,non_foraging
NRKW,oo11_244a,245,M,22,2.755292581,15.6,0,0,1,non_foraging
NRKW,oo11_244a,245,M,23,2.231352534,11.0,0,0,0,non_foraging
NRKW,oo11_244a,245,M,24,3.838548248,21.8,0,0,1,non_foraging
NRKW,oo11_244a,245,M,25,2.279970164,11.2,0,0,1,non_foraging
NRKW,oo11_244a,245,M,26,86.18095217,210.0,0,0,1,foraging
NRKW,oo11_244a,245,M,29,23.20512,83.6,0,0,0,non_foraging
NRKW,oo11_244a,245,M,34,33.95025531,147.0,0,0,1,foraging
NRKW,oo11_244a,245,M,37,25.31376491,270.4,0,0,1,non_foraging
NRKW,oo11_244a,245,M,45,16.79742234,159.0,0,0,1,non_foraging
NRKW,oo11_244a,245,M,51,18.14556043,206.6,0,0,1,non_foraging
